nid,bib_number,title,year,publication,members,creator_1_name,creator_1_lcsh,creator_1_relator,creator_1_relator_old,creator_2_name,creator_2_lcsh,creator_2_relator,creator_2_relator_old,subjects,subjects_old,aps_subjects,aps_subjects_old,record_source,editions,editions_note,holding_note,references,external_permalink,external_permalink_old,aps_permalink,nid_old,created_by,admin_notes,needs_remediation
5262,358.011,"Mémoire sur le premier drap de laine superfin du cru de la France : lu à la rentrée publique de l'Académie Royale des Sciences, le 21 avril 1784.",1784.,Lille [France]: N.J.B. Peterinck-Cramé,4343,Académie royale des sciences (France),n81083235,Author,Corporate Author,,,,,3077|3078|3084|3085,3077|3084|3078|3085,21|1,1|21,BNF,"2x 1784 (Lille), 1x 1785 (Paris), 1x 1786 (Paris), 1x 1792 (Gouda [Netherlands])","Five editions: two in Lille in 1784, two in Paris (1785 and 1786), and one in Gouda, Netherlands, in 1798.",,,http://ark.bnf.fr/ark:/12148/cb30302353s,http://ark.bnf.fr/ark:/12148/cb30302353s,,27596,JA,Removed brackets from creator LCSH,
5183,370.003,Art de la teinture en soie.,1763.,[Paris],4352,Académie royale des sciences (France),n81083235,Author,Corporate Author,,,,,845|1149|1443|2493|2492,845|2493|2492|1443|1149,14|1,1|14,APS,"1x 1763 ([Paris]), 1x 1764 (Berlin), 1x 1768 (Dublin), 1x 1771 (Madrid), 1x 1785 (Paris), 2x 1789 (London, Venezia), 1x 1791 (Dordrecht [Dort, Netherlands]) 1x 1823 (Bulaq [Cairo])","Nine editions: one in 1763 ([Paris]), one in 1764 (Berlin), one in 1768 (Dublin), one in 1771 (Madrid), one in 1785 (Paris), two in 1789 (London, Venezia), one in 1791 (Dordrecht [Dort, Netherlands]), one in 1823 (Bulaq [Cairo]).","APS holds one copy of the 1763 edition. The book appeared as part of a series published by the Académie des sciences, Paris, entitled ""Descriptions des arts et métiers.""",,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=41922,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=41922,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=41922,28034,JA,,
5960,406.002,Appendix : a brief out-line of modern chemistry.,[1806?],"[Whitehall, Pa.]: [s.n.]",4337,"Adams, George, 1750-1795",n84213407,Contributor,Contributor,,,,,544|2428,2428|545,14,14,PENN,"1x 1806 (Whitehall, Pa.), 1x 1807 (Whitehall, Pa.)",Two editions: one in 1806 and one in 1807. Issued as appendix to v. 1 of George Adams' Lectures on natural and experimental philosophy; also appended to his A brief outline of physics.,,,https://franklin.library.upenn.edu/catalog/FRANKLIN_991989183503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_991989183503681,,25028,JA,,
4742,3.001,"... A declaration of the cessation of arms, as well by sea, as land, agreed upon between His majesty the king of Great Britain & the United States of America.",[1783],[Paris],4296|4249,"Adams, John, 1735-1826",n79105675,Author,Author,"Franklin, Benjamin, 1706-1790",n79043402,Author,,,,18|3,3|18,APS,1x 1783 (Paris),,"APS holds two copies: <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=116301"">[1</a>, <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=184974"">2]</a>",,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=116301,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=116301,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=116301|https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=184974,29353,JA,Bib number is Ben Franklin; added him to associated members and as creator,
5388,391.001,"America and France : the intire [sic] message of the president of the United States, to both houses of Congress : covering the full powers to, and dispatches from, the envoys extraordinary of the United States, to the French Republic. Published by order of Congress.",[1798],"Boston, Massachusetts: Published for universal information, by B. Russell, State-Street",4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,,,,,LCP,"2x 1798 (Boston, London)","Two editions: two in 1798 (Boston, London). The London imprint is probably from Paris. Dated April 3, 1798, it was transmitting to Congress the instructions to and dispatches 1-5 from Charles Cotesworth Pinckney, John Marshall and Elbridge Gerry, envoys extraordinary to France, concerning the XYZ Affair.",,Evans 34815,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=174172,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-search.pl?idx=control-number&q=000061875,,27154,JA,,
5389,391.002,"A collection of state-papers : relative to the first acknowledgment of the sovereignty of the United States of America, and the reception of their minister plenipotentiary, by their High Mightinesses the States-General of the United Netherlands.",[1782],At the Hague: [s.n.],4296,"Adams, John, 1735-1826",n79105675,Compiler,Compiler,,,,,2834|2335|1919,1919|2834|2335,,,AAS,"1x 1782 (At the Hague), 1x 1782 (London), 1x 1794 (London)",,APS holds one copy.,Sabin 228|Sabin 229|Sabin 14388|Sabin 14389,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=203804,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=203804,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=53703,27158,JA,,
5390,391.003,"Deeds and other documents relating to the several pieces of land, and to the library presented to the town of Quincy : by President Adams, together with a catalogue of the books.",1823.,Cambridge [MA]: Printed by Hilliard and Metcalf,4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,,,,,LCP,1x 1823 (Cambridge [MA]),"One edition. In 1894 the Adams library of 2,756 volumes was transferred from the Thomas Crane Public Library of Quincy, Mass., where it had been lodged since 1882, to the Boston Public Library.",,Sabin 255|Shaw-Shoemaker 11529,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=80432,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=80432,,27159,JA,,
5391,391.004,A defence of the constitutions of government of the United States of America.,1787.,"London: Printed for C. Dilly, in the Poultry",4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,717|2209|2366,717|2366|2209,,,APS,"2x 1787 (London), 1x New York, 1x 1787 (Philadelphia), 2x 1787–1788 (London), 1x 1788 (Boston), 1x 1792 (Paris), 1x 1794 (London), 3x 1797 (Philadelphia)","At least twelve editions: two in 1787 (London), one in New York, one in 1787 (Philadelphia), two in 1787–1788 (London), one in 1788 (Boston), one in 1792 (Paris), one in 1794 (London), three in 1797 (Philadelphia).","APS holds four copies: <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=241146"">in the original printing</a>, marked in manuscript on p.[3] : ""Tho. M:Kean, April 27th: 1787""; Adams sent <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=162515"">Vol. 1 of copy 2 through Franklin</a>; (see APS Minutes, May 18, 1787, letter of J. Adams to B. Franklin, Jan. 27, 1787. B:F85.x26) Vols. 2-3 presented by author through T.B. Adams, March, 1802; <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=82853"">copy three of the omnibus</a> was presented by Jacob Snider, Jr., 17 March 1842; copy four is the French-language Paris <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=94172"">version of 1792.</a>",Sabin 233|Sabin 234|Sabin 235|Sabin 236|Sabin 237|Evans 20176|Evans 20177|Evans 20910|Evans 31689|Evans 31690|Evans 31691|Howes A60,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=241146,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=241146,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=241146|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=162515|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=82853|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=94172,27163,JA,,
5392,391.005,"Discourses on Davila : a series of papers, on political history : written in the year 1790, and then published in the Gazette of the United States.",1805.,Boston: Printed by Russell and Cutler,4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,2209|1130|757,757|2209|1130,,,AAS,1x 1805 (Boston),"One edition, published anonymously by John Adams. A sequel to his A defence of the constitutions of government of the United States (1787), hence its inclusion herein.",,Sabin 239|Shaw-Shoemaker 7831,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=272513,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=272513,,27166,JA,,
5393,391.006,History of the dispute with America; from its origin in 1754 : written in the year 1774.,[1784],"London: printed for J. Stockdale, Opposite Burlington-House, Piccadilly",4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,2859,2863,,,ESTC,1x 1784 (London),One edition.,APS holds one copy.,Sabin 243,https://datb.cerl.org/estc/T83249,http://estc.bl.uk/T83249,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=240927,27167,JA,,
5394,391.007,Letters of John Adams and of Mrs. Adams : in four volumes.,1841.,[Boston: Charles C. Little and James Brown],4296|4353,"Adams, John, 1735-1826",n79105675,Author,,"Adams, Charles Francis, 1807-1886",n50036837,Compiler|Editor,Compiler and Editor,3069|151,3069|151,,,AAS,"1x 1841 (Boston), 1x 1848 (Boston), 1x 1876 (New York)","Three editions: one in 1841 (Boston), one in 1848 (Boston), one in 1876 (New York).","APS holds three copies, one of each edition. The <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=151856"">1876 copy</a> contains autograph (?) of Hannah F. Randolph, 1876 and was presented by Mrs. Francis R. Packard, with Packard Collection, July 1950; also an <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=245380"">1841 copy</a> and <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=21083"">1848 copy</a>.","Sabin 246|Shoemaker, Checklist of American Imprints 41-46",https://catalog.mwa.org/vwebv/holdingsInfo?bibId=187899,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=187899,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=245380|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=21083|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=151856,27168,JA,Added John Adams as author and Charles Adams as member,
5395,391.008,"A memorial : to their High Mightinesses, the States General of the United Provinces of the Low-Countries.",1781.,[Leiden?],4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,,,,,ESTC,2x 1781 (Leiden),Two editions.,APS holds one copy.,Sabin 247|Sabin 248,https://datb.cerl.org/estc/N26335,http://estc.bl.uk/N26335,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=148958,27169,JA,,
5396,391.009,Thoughts on government : applicable to the present state of the American colonies : in a letter from a gentleman to his friend.,[1776],Philadelphia: Printed by John Dunlap,4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,2905|2209,2209|2905,,,ESTC,"1x 1776 (Philadelphia), 1x 1776 (Boston), 1x 1788 (Boston)","Three editions: two in 1776 (Philadelphia, Boston) and one in 1788 (Boston).",APS holds one copy.,Sabin 251|Evans 14639|Evans 14640|Evans 30911|Howes A65,https://datb.cerl.org/estc/W28295,http://estc.bl.uk/W28295,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=98837,27170,JA,,
5397,391.010,"Twenty-six letters, upon interesting subjects, respecting the revolution of America : written in Holland, in the year 1780.",[1786],[London]: Printed for the subscribers,4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,2887,2886,,,ESTC,"1x 1786 ([London]), 2x 1789 (New York)",Three editions: one in 1786 (London) and two in 1789 (New York).,,Sabin 252|Evans 21624|Evans 21625,https://datb.cerl.org/estc/N34517,http://estc.bl.uk/N34517,,27171,JA,,
5398,391.011,"[The inadmissible principles, &c ...].",1809.,[Boston: Printed by Everett & Munroe,4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,,,,,LCP,1x 1809 (Boston),One edition.,,Shaw-Shoemaker 16795,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=86584,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-search.pl?idx=control-number&q=000125268,,27172,JA,replaced broken LC link with the closest record I could find but not 100% sure this is right,
6324,451.008,Rules and regulations respecting the recruiting service.,1798,[Philadelphia?: s.n],4279|4296,"Adams, John, 1735-1826",n79105675,Author,Author,,,,,2336,2336,,,ESTC,"2x 1798 (Philadelphia), 1x 1799 (Philadelphia)","Three editions, all in Philadelphia: two in 1798, and one in 1799.",,Evans 34902|Evans 34894|Evans 36584,https://datb.cerl.org/estc/W36660,http://estc.bl.uk/W36660,,23758,JA,,
6956,103.006,"Extract of a letter from the House of Representatives of the Massachusets-Bay, to their agent Dennys De Berdt, Esq : with some remarks.",1770.,"London: Printed by J. and W. Oliver, in Bartholomew-Close",4647,"Adams, Samuel, 1722-1803",n50037043,Author,Author,,,,,2903|1700|2845,2903|1700|2845,60|18|3,3|18|60,APS,1x 1770,One edition. Not initially attributed to Lee.,APS has one copy.,Sabin 23507,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=36857,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=36857,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=36857,19511,AM,,
6299,447.012,"Questions relating to geography : with particular reference to Workman's system : to which is appended, promiscous questions on the study of geography in general.",1806,Philadelphia: Printed and sold by John McCulloch,4286,"Addington, Stephen, 1729-1796",n83170985,Author,(role unspecified),,,,,1223,1223,33,33,LCP,1x 1806 (Philadelphia),One edition.,,Shaw-Shoemaker 9801,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=259114,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-search.pl?idx=control-number&q=000090690,,23828,JF,,
5517,362.027,Méthode de nomenclature chimique.,1787.,"Paris: Chez Cuchet, libraire",4360,"Adet, Pierre-Auguste, 1763-1832",n83170976,Author,Author,,,,,548,548,,,WC,"1x 1787 (Paris), 2x 1788 (London, Madrid), 1x 1789 (Paris), 1x 1790 (Venice), 1x 1791 (Pavia), 1x 1792 (Venice), 1x 1793 (Vienna), 2x in 1799 (Vienna, Hanover, NH), 1x 1801 (Lisbon)","Ten editions: One in 1787 (Paris), two in 1788 (London, Madrid), one in 1789 (Paris), one in 1790 (Venice), one in 1791 (Pavia), one in 1793 (Vienna), two in 1799 (Vienna, Hanover, NH), and one in 1801 (Lisbon).","APS holds four copies. The <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=188496"">1787 Paris edition</a> bears the autograph of DuPasquier and the bookplate of Lord Stanley of Alderley and of Jean Nicolas Pasquay. The <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=49398"">1788 London edition</a> was presented by R.M. Patterson, Dec. 19, 1817. Two copies are the 1799 edition from Hanover, NH. <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=151686"">One</a> bears the autograph of John Vaughan; <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=22349"">the other</a> was presented to the society on May 7, 1802.",Sabin 88905|Evans 36347,http://www.worldcat.org/oclc/869772238,http://www.worldcat.org/oclc/869772238,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=188496|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=151686|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=49398|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=22349,26739,EMJ,,
4997,329.001,"A treatise on courts martial : containing, I. remarks on martial law, and courts martial in general : II. the manner of proceeding against offenders : to which is added, an essay, on military punishments and rewards : by Stephen Payne Adye, first lieut. in the Royal Regiment of Artillery.",1769.,"New York: Printed by H. Gaine, at the Bible and Crown, in Hanover-Square",4415,"Adye, Stephen Payne, -1794",n82219705,Author,Author,,,,,734|733|1793|1799,733|734|1793|1799,,,ESTC,"2x 1769 (New York, London), 1x 1772 (London), 1x 1778 (London), 1x 1779 (London), 1x 1785 (London), 1x 1786 (London), 1x 1797 (London), 1x 1799 (London), 1x 1800 (Berkhamsted), 1x 1805 (London), 1x 1810 (London)","Twelve editions: two in 1769 (New York, London), one in 1772 (London), one in 1778 (London), one in 1779 (London), one in 1785 (London), one in 1786 (London), one in 1797 (London), one in 1799 (London), one in 1800 (Berkhamsted), one in 1805 (London), and one in 1810 (London). Per ESTC: ""with a list of subscribers, consisting of the full names and ranks of nearly all British officers serving in the colonies in 1769, p. [140-145]. Dedicated to Thomas Gage.""",,Sabin 485|Evans 11138|Evans 16178,https://datb.cerl.org/estc/W29567,http://estc.bl.uk/W29567,,28557,JA,,
5354,433.001,"The anatomy of the bones of the human body : represented in a series of engravings, copied from the elegant tables of Sue & Albinus, by Edward Mitchell, engraver ; with explanatory references, by the late John Barclay.",1829.,Edinburgh: Printed for Maclachlan & Stewart,4257,"Albinus, Bernhard Siegfried, 1697-1770",n84083911,Author,Author,,,,,419|1368,419|1368,,,WC,1x 1829 (Edinburgh),One edition.,,,http://www.worldcat.org/oclc/54181301,http://www.worldcat.org/oclc/54181301,,27287,JA,,
7033,10.001,"The arguments of the council for the defendant, in support of a plea to the jurisdiction, : pleaded to a bill filed in a course of equity, at the suit of the attorney general, complainant, against Rip Van Dam, defendant, in the Supreme Court of New-York.",[1733],New York: Printed by John Peter Zenger,4666,"Alexander, James, 1691-1756",n83170978,Author,Author,,,,,1963|981,981|1963,60|40,40|60,AAS,1x 1733,One edition.,,Evans 3727,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=313663,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=313663,,19394,AM,,
7037,10.005,"General instructions by the surveyor general, to the deputy surveyors of the eastern division of New-Jersey.",[1747],[New York: Printed by James Parker],4666,"Alexander, James, 1691-1756",n83170978,Author,Author,,,,,2665|2667,2665|2667,68|33|12|63,12|33|63|68,AAS,2x 1747,"One edition under this title and a second, identical to the first except that the word ""western"" is substituted for the word ""eastern"" in the title and once in the text, published the same year. There is no attribution to Alexander on the title page, but the text reprints his letter of appointment as surveyor general.",,Evans 40434|Streeter II: 919,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=324653,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=324653,,19398,AM,,
7039,10.007,"The vindication of James Alexander, one of His Majesty’s Council for the province of New-York, and of William Smith, attorney at law, from the matters charged and suggested against them in two pamphlets lately published : the one a paper addressed to the mayor, aldermen and commonalty of the city of New-York, by the Honourable Francis Harrison, Esq; one of His Majestys Council, for the province of New-York : the other a report of the committee of His Majesty’s Council, to whom it was referred to examine and make inquiry touching a letter found in the house of Mr. Alexander, in New-York on Fryday the 1st day of February, 1732-3, in order to make the fullest discovery concerning the author of the same : to which is added a supplement containing a brief account of the case of William Trusdell, plaintiff, against the Honourable Francis Harison, Esq; defendant, for arresting and imprisoning the plaintiff and keeping him 9 weeks in prison, at the suit of Joseph Weldon ...",1733 [1734],"New York: Printed by John Peter Zenger, and to be sold by him at his house in Broad Street, near the upper end of the long bridge, in New-York",4666,"Alexander, James, 1691-1756",n83170978,Author,Author,,,,,1604|1970|2787|1326,2787|1326|1970|1604,60|40,40|60,ESTC,2x 1734,"Two editions, both in 1734.",,Sabin 731|Sabin 30380|Sabin 84558|Evans 3848,https://datb.cerl.org/estc/W39901,http://estc.bl.uk/W39901,,19400,AM,,
5045,292.001,"The conduct of Major Gen. Shirley, late general and commander in chief of His Majesty's forces in North America.",1758.,"London: Printed for R. and J. Dodsley, in Pall-Mall : and sold by M. Cooper, at the Globe in Pater-Noster Row",4444,"Alexander, William, 1726-1783",n85017551,Author,Author,,,,,2484|2849,2484|2849,71,71,AAS,2x 1758 (London),"Probably two editions, given the print history showing title page changes. Per AAS: ""Anonymous. By William Alexander.""","<a>APS holds one copy, bearing the autograph of J.P. Norris, with a note presented by J.P. Norris, June 1815. From the library of Isaac Norris, II; ""having been bound for Isaac Norris II, in June, 1764, by George Reinhold.""[Edwin Wolf]</a>",Sabin 80544,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=498517,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=498517,,28411,JA,,
5046,292.002,An experimental enquiry concerning the causes which have generally been said to produce putrid diseases.,[1771],"London: printed for T. Becket and P.A. de Hondt, and T. Cadell, in the Strand",4444,"Alexander, William, 1726-1783",n85017551,Author,Author,,,,,2067,2067,44,44,ESTC,1x 1771 (London),One edition.,,,https://datb.cerl.org/estc/T121889,http://estc.bl.uk/T121889,,28413,JA,,
5047,292.003,Experimental essays on the following subjects : I. on the external application of antiseptics in putrid diseases : II. on the doses and effects of medicines. III : on diuretics and sudorifics.,[1768],"London: printed for Edward and Charles Dilly, in the Poultry",4444,"Alexander, William, 1726-1783",n85017551,Author,Author,,,,,1754|1708|2732,1708|2732|1754,44,44,ESTC,"1x 1768 (London), 1x 1770 (London)","Two editions, both in London: one in 1768 and one in 1770.","APS holds two copies of the 1768 edition: one with the <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=158619#tab5xx"">inscription: Adam Seybert's July 4th, 179(?)</a> and another, <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=212225#tab5xx"">here.</a>",,https://datb.cerl.org/estc/T87443,http://estc.bl.uk/T87443,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=212225#tab5x…,28417,JA,,
5048,292.004,"The history of women, from the earliest antiquity, to the present time; giving some account of almost every interesting particular concerning that sex, among all nations, ancient and modern.",[1779],"London: printed for W. Strahan, and T. Cadell, in the Strand",4444,"Alexander, William, 1726-1783",n85017551,Author,Author,,,,,3067|3068,3068|3067,36,36,ESTC,"1x 1779 (London), 1x 1779 (Dublin), 1x 1795 (Philadelphia), 1x 1796 (Philadelphia), 1x 1782 (London)","Five editions: one in 1779 (London), one in 1779 (Dublin), one in 1795 (Philadelphia), one in 1796 (Philadelphia), and one in 1782 (London).",,Evans 29964,https://datb.cerl.org/estc/T36567,http://estc.bl.uk/T36567,,28420,JA,,
5043,292.005,"Plain and easy directions for the use of Harrowgate waters : adapted to the meanest capacity; and principally intended for the use of all who attend there. By William Alexander, M.D.",[1773],"Edinburgh: printed for A. Kincaid & W. Creech, and J. Dickson",4444,"Alexander, William, 1726-1783",n85017551,Author,Author,,,,,1755,1755,44,44,ESTC,"1x 1773 (Edinburgh), 1x 1780 ([Knaresbro' and Harrogate]), 1x 1787 ([Knaresborough?])","Three editions: one in Edinburgh in 1773, and two in Knaresborough, England, in 1780 and 1787.",,,https://datb.cerl.org/estc/N11525,http://estc.bl.uk/N11525,,28422,JA,,
5044,292.006,"Tentamen medicum de cantharidum historia ac usu : quod, annuente summo numine, ex auctoritate ... Gulielmi Robertson, ... pro gradu doctoris, ... : eruditorum examini subjicit Gulielmus Alexander, Britannus. ...",1769.,"Edinburgi [Edinburgh]: apud Balfour, Auld, et Smellie",4444,"Alexander, William, 1726-1783",n85017551,Author,Author,,,,,497,497,,,LCP,1x 1769 (Edinburgi [Edinburgh]),One edition.,,,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=23605,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=23605,,28424,JA,,
6793,96.001,"The claim and answer with the subsequent proceedings in the case of Andrew Allen, Esquire, against the United States : under the sixth article of the treaty of amity, commerce and navigation, between His Britannic Majesty and the United States of America.",1799.,"Philadelphia: Printed by James Humphreys, opposite the Bank of the United States",4629,"Allen, Andrew, 1740-1825",n86114945,Contributor,Contributor,,,,,1304|768|2865|203|766,203|1304|766|768|2865,21|71,21|71,ESTC,1x 1799,One edition.,APS has one copy.,Sabin 782|Evans 36503,https://datb.cerl.org/estc/W37416,http://estc.bl.uk/W37416,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=209649,21436,JF,,
6792,96.002,"Memoirs of the late Dr. Benjamin Franklin : with a review of his pamphlet, entitled Information to those who would wish to remove to America.’’""",[1790],"London: Printed and sold for the author, by A. Grant, No. 91, Wardour Street, Soho; sold also by J. Clarke, No. 38, New Bond Street; C. Stalker, Stationers’ Court, Ludgate-Hill; and W. Richardson, Royal Exchange",4629,"Allen, Andrew, 1740-1825",n86114945,Contributor,Contributor,,,,,1165,1165,70|36,36|70,ESTC,1x 1790,One edition. Some bibliographers have suggested that Allen was a contributor to this work.,APS has one copy.,,https://datb.cerl.org/estc/T39136,http://estc.bl.uk/T39136,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=39738,21438,JF,,
6802,84.001,"The American crisis : a letter, addressed by permission to the Earl Gower, Lord President of the Council, &c. &c. &c. on the present alarming disturbances in the colonies : wherein various important points, relative to plantation affairs, are brought into discussion; as well as several persons adverted to of the most distinguished characters : and an idea is offered towards a complete plan for restoring the dependence of America upon Great Britain to a state of perfection.",[1774],"London: Printed for T. Cadell, in the Strand",4618,"Allen, William, 1704-1780",n85017814,Author,Author,,,,,1278|2927,2927|1278,60|21|3,3|21|60,ESTC,1x 1774,One edition. Not to be confused with Thomas Paine's pamphlet series of the same name.,,Sabin 884|Howes A 162,https://datb.cerl.org/estc/T87074,http://estc.bl.uk/T87074,,21412,AM,,
6800,84.003,"Ways and means to raise the value of land : or, the landlord’s companion : with political discourses on the land-tax, war, and other subjects, occasionally intermixed.",1736.,London: Printed for J. Roberts in Warwick-Lane,4618,"Allen, William, active 1736-1742",n85017509,Author,Author,,,,,721,721,60|21|1,1|21|60,ESTC,"1x 1736, 1x 1742","Two editions, both from London: the first published in 1736; the second published in 1742 under the alternate title, <em>The landlord's companion : or, ways and means to raise the value of land</em>.",,,https://datb.cerl.org/estc/T52285,http://estc.bl.uk/T52285,,21416,AM,,
8125,488.001,"An address to the graduates in medicine : delivered at a medical commencement, in the University of Pennsylvania, held May 12, 1797 : to which is prefixed, the prayer, made use of on that occasion : by John Andrews, D.D. vice provost : published by request.",[1797],"Philadelphia: Printed by Ormrod and Conrad, no. 41, Chesnut-Street",4002,"Andrews, John, 1746-1813",n83179167,Author,Author,,,,,1757,1757,,,NYHS,1x 1797 (Philadelphia),One edition.,,Evans 31736,https://nyhistory.primo.exlibrisgroup.com/permalink/01NYU_NYHS/186u31g/alma990006534000107873,https://nyhistory.primo.exlibrisgroup.com/permalink/01NYU_NYHS/186u31g/alma990006534000107873,,,JA,"Others with same external_permalink, appears to be different editions",
6269,425.003,Eloge De Francois De Salignac De La Motte-Fenelon.,[1771],[Paris]: De l'Imprimerie d'Antoine Boudet,4264,"Angiviller, Charles Claude de La Billarderie, comte d', 1730-1809",nr91043408,Author,Author,,,,,,,62,62,LCP,1x 1771 ([Paris]),One edition.,,,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=87548,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=87548,,23850,JA,,
6270,425.004,"Bâtimens du roi : notice sur l'arriéré de ce département, son origine, et ses causes.",1790.,Paris: Chez les marchands de nouveautés,4264,"Angiviller, Charles Claude de La Billarderie, comte d', 1730-1809",nr91043408,Author,(role unspecified),,,,,2286|2285|776|2751|2284|767|1215|1149|241|1345|867|2283|2583,2286|2285|770|776|867|2283|2284|241|853|1345|2583|2751|1149,61,61,WC,1x 1790 (Paris),One edition.,,,http://www.worldcat.org/oclc/5736890,http://www.worldcat.org/oclc/5736890,,23851,JA,,
