nid,bib_number,title,year,publication,members,creator_1_name,creator_1_lcsh,creator_1_relator,creator_1_relator_old,creator_2_name,creator_2_lcsh,creator_2_relator,creator_2_relator_old,subjects,subjects_old,aps_subjects,aps_subjects_old,record_source,editions,editions_note,holding_note,references,external_permalink,external_permalink_old,aps_permalink,nid_old,created_by,admin_notes,needs_remediation
6199,271.002,"The religious improvement of harvest : a sermon, preached, July 27th, 1766",[1766],Hartford: Printed by Thomas Green,4423,"Hooker, Nathaniel, 1737-1770",n85387650,Author,Author,,,,,2462,2462,62|64,62|64,ESTC,1x 1766 (Hartford),,,Sabin 32825|Evans 10334,https://datb.cerl.org/estc/W21749,http://estc.bl.uk/W21749,,23921,JA,,
6200,271.003,"Six discourses, on different subjects : preached by the Rev. Nathanael Hooker, A.M. and late Pastor of the Fourth Church of Christ in Hartford : being, a posthumous publication, from the author's original manuscripts, at the desire, and with the advice of many judicious persons, both of the clergy and laity.",1771.,"Hartford: Printed and sold by Ebenezer Watson, near the Great Bridge",4423,"Hooker, Nathaniel, 1737-1770",n85387650,Author,Author,,,,,,,62|64,62|64,ESTC,1x 1771 (Hartford),,,Sabin 32826|Evans 12077,https://datb.cerl.org/estc/W3335,http://estc.bl.uk/W3335,,23922,JA,,
6102,105.019,To the public : there has been a design formed...to send the gospel to Guinea.,[1776],"[Newport, RI: Printed by Solomon Southwick]",4616,"Hopkins, Samuel, 1721-1803",n85024934,Contributor,Contributor,,,,,458|459,458|459,62,62,ESTC,1x 1776,One edition.,,Sabin 91748|Evans 14803,https://datb.cerl.org/estc/W28135,http://estc.bl.uk/W28135,,24105,JF,,
6219,143.001,An essay on the trade of the northern colonies of Great Britain in North America : printed at Philadelphia.,[1764],"London: reprinted for T. Becket and P. A. de Hondt, near Surry-Street in the Strand",4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,482|2813,2813|482,,,ESTC,1x 1764 (London),"One edition. Evans notes the claim this was originally printed in Philadelphia is a ""fiction.""",,Sabin 22970|Evans 9653,https://datb.cerl.org/estc/T45624,http://estc.bl.uk/T45624,,23895,JA,,
6220,143.002,"Governor Hopkins's vindication of his conduct, in relation to the sugars.",1762.,"[Newport, R.I: Printed by Ann and James Franklin]",4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,3073|2649|2536,3073|2649|2536,,,ESTC,"1x 1762 (Newport, RI)",One edition.,,Evans 41272,https://datb.cerl.org/estc/W11261,http://estc.bl.uk/W11261,,23896,JA,,
6221,143.003,"The grievances of the American colonies candidly examined. Printed by authority, at Providence, in Rhode-Island.",[1765?],"London: reprinted for J. Almon, opposite Burlington-House, in Picadilly",4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,2905,2905,,,ESTC,1x  (London),"Two editions, probably, as ESTC notes one variant misnumbers p. 47 as 48.","APS holds one copy, which bears the bookplate of Sol Feinstone.",Sabin 32967|Howes H633,https://datb.cerl.org/estc/T45491,http://estc.bl.uk/T45491,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=240923,23897,JA,,
6222,143.004,"Having been honored by my countrymen, for the two last years, with the office of principal magistrate in the colony of Rhode-Island ... I am perswaded my duty to them, and myself, requires, that I should give some public account of such parts of my conduct as have been most censured.",1757.,"[Newport, RI?: Printed by James Franklin?]",4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,2856|2379,2379|2856,,,ESTC,"1x 1757 (Newport, RI)",One edition.,,Evans 7918,https://datb.cerl.org/estc/W11260,http://estc.bl.uk/W11260,,23898,JA,,
6223,143.005,The rights of colonies examined : [Two lines of Scripture text].,[1765],Providence: Printed by William Goddard,4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,1278|2924,1278|2924,,,AAS,1x 1765 (Providence),One edition.,,Sabin 32967|Evans 10010,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=319926,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=319926,,23899,JA,,
6224,143.006,The rights of colonies examined.,1764.,Providence: Printed by William Goddard,4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,2924|1278,2924|1278,,,ESTC,"1x 1764 (Providence), 2x 1765 (Providence, London)","Three editions: one in 1764 (Providence), two in 1765 (Providence, London)",,Sabin 32966|Sabin 32967|Evans 10009|Evans 10010,https://datb.cerl.org/estc/W21994,http://estc.bl.uk/W21994,,23900,JA,,
6225,143.007,"A true representation of the plan formed at Albany, for uniting all the British northern colonies, in order to their common safety and defence; containing abstracts, of the authorities given by the several governments to their commissioners : and of several letters from the secretaries of state, and lord commissioners for trade and plantations, concerning such an union : together with a representation of the state of the English and French colonies in North-America : and the said plan of union, with the doings of the commissioners thereon : and some remarks on the whole.",1755.,"[Newport, RI: Printed by James Franklin]",4591,"Hopkins, Stephen, 1707-1785",n85387623,Author,Author,,,,,,,,,ESTC,"1x 1755 (Newport, RI)",One edition.,,Sabin 32968|Evans 7433,https://datb.cerl.org/estc/W1128,http://estc.bl.uk/W1128,,23901,JA,,
6647,153.006,"An exercise, containing a dialogue and ode on the accession of His Present Gracious Majesty, George III. Performed at the public commencement in the College of Philadelphia, May 18th, 1762.",[1762],"Philadelphia: Printed by W. Dunlap, in Market-Street",4578|4580,"Hopkinson, Francis, 1737-1791",n50028479,Contributor,Contributor,"Duché, Jacob, 1738-1798",n83061676,Contributor,,,,60,60,ESTC,1x 1762,One edition. The dialogue is attributed to Jacob Duché and the ode to Francis Hopkinson by Evans.,,Evans 9108,https://datb.cerl.org/estc/W5946,http://estc.bl.uk/W5946,,21826,JA,Added Hopkinson to members and Duche to creators,
6598,155.003,Battle of the kegs.,1778,[Pennsylvania: s.n],4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,2878,2938,66|47|3|36,3|36|47|66,AAS,"1x 1778 [Pennsylvania], 1x [1810-1814] (Boston), 1x c. 1827 (Hudson, NY); 1x 1866","At least four editions: one in 1778 [Pennsylvania], one published between 1810 and 1814 (Boston), one in c. 1827 (Hudson, NY), and one in 1866 (Philadelphia) that is an expanded edition with illustrations by G.F. Bensel.",APS holds the 1866 illustrated edition.,Evans 16305|Sabin 32977,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279423,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279423,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=152961,22062,JF,,
6599,155.004,"A collection of psalm tunes, with a few anthems and hymns some of them entirely new, for the use of the United Churches of Christ Church and St. Peter's Church in Philadelphia.",[1763],[Philadelphia: Printed by William Dunlap?],4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,,,66|62,62|66,ESTC,1x 1763,"One edition, attributed to Francis Hopkinson by Evans.",,Evans 9406|Sabin 66450,https://datb.cerl.org/estc/W8620,http://estc.bl.uk/W8620,,22063,JF,,
6600,155.005,"A collection of the psalm and hymn tunes, used by the Reformed Protestant Dutch Church in the City of New-York, agreeable to their psalm book, published in English : in four parts, viz. tenor, bass, treble, and counter.",[1774],New-York: Printed by Hodge and Shober,4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,2340,2340,66|62,62|66,ESTC,1x 1774,One edition. The New York Public Library attributes this to Hopkinson.,,Evans 42679|Evans 42655,https://datb.cerl.org/estc/W30396,http://estc.bl.uk/W30396,,22064,JF,,
6601,155.006,"The disappointment : or, the force of credulity : a new American comic-opera, of two acts : by Andrew Barton, Esq.",[1767],"New-York: [s.n.], Printed in the year",4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,2020,2020,66|20,20|66,ESTC,"1x 1767 (New York), 1x 1796 (Philadelphia)","Two editions: one in 1767 (New York), one in 1796 (Philadelphia).",,Sabin 3801|Evans 10554|Evans 30036,https://datb.cerl.org/estc/W37954,http://estc.bl.uk/W37954,,22065,JF,,
6602,155.007,"The miscellaneous essays and occasional writings of Francis Hopkinson, Esq. volume I[-III].",[1792],"Philadelphia: Printed by T. Dobson, at the Stone-House, no 41, Second Street",4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,1681|1682|157,157|1681|1682,15,15,ESTC,1x 1792,One edition of the three volume work.,APS two copies of the three volume set.,Evans 24407|Sabin 32979,https://datb.cerl.org/estc/W30579,http://estc.bl.uk/W30579,,22066,JF,,
6603,155.008,"An oration, which might have been delivered to the students in anatomy, on the late rupture between the two schools in this city.",1789,"Philadelphia: Printed by T. Dobson and T. Lang, in Second Street, February",4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,1367|416,416|1367,22|52|44|59,22|44|52|59,ESTC,"1x 1789, 1x 1792","Two editions. One published in 1789 and the other is included in Francis Hopkinson's Miscellaneous essays and occasional writings, Philadelphia, 1792, v. 3. Evans notes that a 1789 edition has not been located.","APS holds two copies, one presented by William F. and Sarah Machold in 1976.",Evans 21892|Evans 24407|Sabin 57445,https://datb.cerl.org/estc/W21293,http://estc.bl.uk/W21293,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=100288,22067,JF,,
6605,155.010,"A pretty story written in the year of our Lord, 2774, by Peter Grievous, Esquire, A.B.C.D.E.",[1774],Philadelphia: Printed and sold by John Dunlap,4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,2842,2842,,,ESTC,"3x 1774 (Philadelphia, Philadelphia, Williamsburg, VA), 1x 1857 (New York), 1x 1864 (New York)","Five editions: three in 1774 ( two in Philadelphia, one in Williamsburg, VA); one in 1857 and 1864 (New York) with the new title, The old farm and the new farm; a political allegory.",APS holds a 1774 edition from Philadelphia and the 1857 edition.,Evans 13338|Evans 13339|Evans 13340|Sabin 32980|Sabin 32981,https://datb.cerl.org/estc/W30582,http://estc.bl.uk/W30582,,22069,JF,,
6606,155.011,"The Psalms of David, with the Ten commandments, creed, Lord's prayer, &c. in metre : also, the catechism, confession of faith, liturgy, &c. : translated from the Dutch : for the use of the Reformed Protestant Dutch Church in the City of New-York.",[1767],"New York: Printed by James Parker, at the new printing-office in Beaver-Street",4580,"Hopkinson, Francis, 1737-1791",n50028479,Translator|Editor,Editor and Translator,,,,,,,66|62,62|66,ESTC,1x 1796,One edition.,,Evans 10561|Sabin 66448,https://datb.cerl.org/estc/W6234,http://estc.bl.uk/W6234,,22070,JF,,
6607,155.012,Science : a poem.,[1762],"Philadelphia: Printed, and sold by Andrew Steuart, at the Bible-in-Heart, in Second-Street, MDCCLXII. Price single three old pennies, --one shilling per [..]",4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,884,884,63|59,59|63,ESTC,"2x 1762 (Philadelphia, New York)","Two editions, both in 1762: one in Philadelphia, one in New York.",,Evans 9141|Evans 9142|Evans 9143|Sabin 25279|Sabin 32982,https://datb.cerl.org/estc/W1133,http://estc.bl.uk/W1133,,22071,JF,,
6608,155.013,"A second edition, (with necessary improvements, which now render the sense entirely plain) of The lawfulness, excellency and advantage of instrumental music, in the public worship of God, but chiefly of organs.",1763,"Philadelphia: Printed by Andrew Steuart, and sold at his printing-office, at the Bible-in-Heart in Second-Street",4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,606|1868,1868|606,62|48,48|62,ESTC,1x 1763,"One edition. Attributed to Francis Hopkinson by Bristol and Shipton & Mooney but a subsequent scholar has argued the evidence is inconslusive, see ESTC general notes.",,Evans 41390|Evans 9369|Sabin 39342|Sabin 78729,https://datb.cerl.org/estc/W4756,http://estc.bl.uk/W4756,,22072,JF,,
6609,155.014,Seven songs for the harpsichord or forte piano : the words and music composed by Francis Hopkinson.,[1788],Philadelphia: Published & sold by T. Dobson,4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,2581,2581,66,66,ESTC,1x 1788,One edition.,APS own a 1954 reproduction of the Wright-McDevitt copy owned by the Free Library of Philadelphia; the final page was supplied by the Boston Public Library.,Evans 21152,https://datb.cerl.org/estc/W1134,http://estc.bl.uk/W1134,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=169015,22073,JF,,
6610,155.015,"Errata; or, the art of printing incorrectly: plainly set forth by a variety of examples taken from a Latin grammar, lately printed by Andrew Steuart, for the use of the college and academy of this city.",[1763],Philadelphia : [Printed by William Bradford],4580,"Hopkinson, Francis, 1737-1791",n50028479,Author,Author,,,,,2486|985|2303|2635,2635|2486|985|2303,22|41,22|41,ESTC,2x 1763.,"Two editions, both seemingly published in Philadelphia (1763) but no copy of the second edition has been located.",,Evans 9407|Evans 9408|Sabin 22785,https://datb.cerl.org/estc/W1130,http://estc.bl.uk/W1130,,22074,JF,,
6966,39.001,"A narrative of the dispute between John Taylor, esquire, and George Clymer & Francis Hopkinson, esqrs. : in which are inserted the several extracts and quotations from the different letters and papers, which have passed between them relative thereto ... to which is added, an account stated between them, agreeable to the terms on which they were employed.",1787.,[S.I.],4695|4580,"Hopkinson, Francis, 1737-1791",n50028479,Contributor,Contributor,"Taylor, John",n78087026,Author|Compiler,Author and Compiler,,,21|40,21|40,APS,1x 1787,One edition.,APS has one copy.,,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=106277,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=106277,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=106277,19457,AM,,
6837,65.018,"An exercise, containing a dialogue and ode sacred to the memory of his late gracious majesty, George II : performed at the public commencement in the College of Philadelphia, May 23d, 1761 : the ode written and set to music by Francis Hopkinson, Esq; M.A. in said college.",[1761],"Philadelphia: Printed by W. Dunlap, in Market-Street",4609|4580,"Hopkinson, Francis, 1737-1791",n50028479,Contributor,Contributor,,,,,1226,1226,60|62|66,60|62|66,ESTC,2x 1761,"Two editions, both in 1761. The two titles differ slightly: one begins, <em>An exercise containing</em>, while the other begins, <em>An exercise consisting</em>...",,Sabin 84606|Sabin 84607|Evans 8882,https://datb.cerl.org/estc/W5948,http://estc.bl.uk/W5948,,21320,,,
6462,160.053,"A summary statement of the origin, progress, and present state of the Washington Benevolent Society of Pennsylvania : with an account of the opening and dedication of the Washington Hall, on the first of October, 1816; including the religious services performed by the Right Reverend William White, D.D. : and an oration by the Honourable Joseph Hopkinson, M.C. a member of the society : to which is added an appendix, containing the constitution and by laws, and sdescription of the buildings and other property belonging to the society.",1816,Philadelphia: Printed at the office of the United States' Gazette,4522,"Hopkinson, Joseph, 1770-1842",n85363527,Author,Author,,,,,2149|3015|3020|1167,1167|2149|3015|3020,36|62|8,8|36|62,LCP,1x 1816,One edition.,,Shaw-Shoemaker 39713,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=256842,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-search.pl?idx=control-number&q=000269418,,22429,JF,,
6997,18.001,"A journal of the proceedings in the detection of the conspiracy formed by some white people, in conjunction with Negro and other slaves, for burning the city of New-York in America, and murdering the inhabitants : ... containing, I. a narrative of the trials, condemnations, executions, and behaviour of the several criminals, at the gallows and stake, with their speeches and confessions; with notes, observations and reflections occasionally interspersed throughout the whole : II. an appendix, wherein is set forth some additional evidence concerning the said conspiracy and conspirators, which has come to light since their trials and executions : III. Lists of the several persons (whites and blacks) committed on account of the conspiracy; and of the several criminals executed; and of those transported, with the places whereto.",1744.,"New York: Printed by James Parker, at the new printing-office",4674,"Horsmanden, Daniel, 1694-1778",n85387625,Author,Author,,,,,1951|169|1950|2771|708,2771|708|169|1951|1950,60|40|65,40|60|65,AAS,"1x 1744 (New York), 1x 1747 (London), 1x 1810 (New York), 1x 1851 (New York)","Four editions plus one abridgement: the first a simultaneous publication from the same type setting in both quarto and folio formats; the second a London reprinting bearing the same title in 1747; the third a New York edition from 1810 bearing the title, <em>The New-York conspiracy, or a history of the Negro plot, with the journal of the proceedings against the conspirators at New-York in the years 1741-2</em>; and the fourth a New York edition from 1851 bearing the title, <em>The Negro conspiracy in the city of New York, in 1741</em>. One section of the text, abridged from the 1810 edition, was also published separately in Philadelphia in 1899 as <em>The trial of John Ury : ""for being an ecclesiastical person, made by authority pretended from the see of Rome, and coming into and abiding in the province of New York,"" and with [sic] being one of the conspirators in the Negro plot to burn the city of New York, 1741</em>.",APS has one copy of the 1744 first edition.,Sabin 33058|Sabin 33059|Sabin 33060|Sabin 33061|Evans 5413|Shaw-Shoemaker 20384|Howes H 652,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=319943,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=319943,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=185808,19423,AM,,
6998,18.002,"A letter from some of the representatives in the late General Assembly of the colony of New-York, to His Excellency Governor C------n : principally in answer to his message of the 13th of October last, and his dissolution speech.",1747.,[New York]: Printed [by James Parker],4674,"Horsmanden, Daniel, 1694-1778",n85387625,Author,Author,,,,,1957|2857,2857|1957,60|40,40|60,ESTC,1x 1747,One edition.,,Evans 5984,https://datb.cerl.org/estc/W13135,http://estc.bl.uk/W13135,,19424,AM,,
6999,18.003,"The opinion of Daniel Horsmanden, Esq. one of the commissioners to review a judgment given in favour of the Moheagan indians, against the governor and company of Connecticut, concerning certain lands in controversy between them : upon the merits of the question before the Court of Commissioners.",[1769],London: Printed by W. and J. Richardson,4674,"Horsmanden, Daniel, 1694-1778",n85387625,Author,Author,,,,,1836|1415,1836|1415,60|18|31|40,18|38|40|49|60,ESTC,1x 1769,One edition.,,,https://datb.cerl.org/estc/N70182,http://estc.bl.uk/N70182,,19425,AM,,
5889,380.019,Message from the President of the United States stating a requisition made by the Bey of Tunis on the government of the United States.,1806.,"City of Washington: A. & G. Way, printers",4311,House. Committee on Ways and Means,n79017982,Author,Corporate Author,,,,,2939|2266|2890|2794|811|2793,811|2266|2793|2890|2794|2939,,,WC,1x 1806 (Washington),One edition.,,Shaw-Shoemaker 11642|Shaw-Shoemaker 11643,http://www.worldcat.org/oclc/15442420,http://www.worldcat.org/oclc/15442420,,25644,JA,,
6248,85.006,"A circular letter, addressed to the state societies of the Cincinnati, by the general meeting, convened at Philadelphia, May 3, 1784 : together with the institution, as altered and amended.",[1784],"Philadelphia: Printed by E. Oswald and D. Humphreys, at the coffee-house",4596,"Humphreys, David, 1752-1818",n50034160,Author,Co-author,,,,,2883|2068,2883|2068,60|3,60|3,ESTC,1x 1784,One edition.,APS owns one copy.,Sabin 13117|Evans 18787,https://datb.cerl.org/estc/W37399,http://estc.bl.uk/W37399,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=119697,23866,JF,,
6580,215.001,"An abstract of the first principles of English grammar : compiled for the use of his own school; by Joseph Hutchins, D.D.",[1791],"Philadelphia: Printed by Thomas Dobson, at the Stone-House, no. 41, in Second-Street",4481,"Hutchins, Joseph, 1747-1833",n85305965,Author,Author,,,,,936,936,22,22,ESTC,"1x 1788, 1x 1791, 1x 1796, 1x 1810","Four editions: one in 1788, one in 1791, one in 1796, and one in 1810.",,Evans 23462|Evans 45275,https://datb.cerl.org/estc/W8843,http://estc.bl.uk/W8843,,22156,JF,,
6581,215.002,"A sermon preached in the Lutheran Church, on the opening of Franklin College, in the borough of Lancaster, Pennsylvania : July 17th, 1787.",1806,"Philadelphia: Printed by Daniel Humphreys, no. 272, South Front Street",4481,"Hutchins, Joseph, 1747-1833",n85305965,Author,Author,,,,,1155,1155,62,62,AAS,1x 1806,One edition.,,Shaw Shoemaker 10602|Sabin 34048,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279605,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279605,,22158,JF,,
4998,328.001,Experiments for ascertaining the point of mercurial congelation.,1784.,London: printed by J. Nichols,4410,"Hutchins, Thomas, 1730-1789",n50030339,Author,Author,,,,,,,44,44,ESTC,1x 1784 (London),One edition.,,,https://datb.cerl.org/estc/T151803,http://estc.bl.uk/T151803,,28548,JA,,
4999,328.002,"Grant to the Georgia Mississippi Company, the constitution thereof, and extracts relative to the situation, soil, climate, and navigation of the western territory of the state of Georgia; and particularly of that part thereof in which the Company's lands are situated. Published by order of the Directors.",[1795],Augusta [Ga.]: Printed by John Erdman Smith,4410,"Hutchins, Thomas, 1730-1789",n50030339,Contributor,Contributor,,,,,1828|1227|195|1833|1540|2294,1227|1833|195|1828|2294|1540,33,33,ESTC,"1x 1795 (Augusta, GA)","Two editions, both in 1795.",,Evans 28742|Evans 28743,https://datb.cerl.org/estc/W5918,http://estc.bl.uk/W5918,,28549,JA,,
5000,328.003,"An historical account of the expedition against the Ohio Indians, in the year 1764. Under the command of Henry Bouquet, Esq : colonel of foot, and now brigadier general in America. Including his transactions with the Indians, relative to the delivery of their prisoners, and the preliminaries of peace. With an introductory account of the preceeding campaign, and battle at Bushy-Run. To which are annexed military papers, containing reflections on the war with the savages; a method of forming frontier settlements; some account of the Indian country, with a list of nations, fighting men, towns, distances and different routs. The whole illustrated with a map and copper-plates. Published from authentic documents, by a lover of his country.",[1765],"Philadelphia: Printed and sold by W. Bradford, at the London Coffee-House, the corner of Market and Front-Streets",4410|4609,"Hutchins, Thomas, 1730-1789",n50030339,Attributed name,Author?,"Smith, William, 1727-1803",n83041857,Attributed name,Author,449|1434|2217|1404|470|448,450|448|449|470|471|1434|2217|2218|1404,71|33|32|47|31|37,31|32|33|37|38|47|49|71,ESTC,"2x 1765 (Philadelphia), 1x 1766 (London), 2x 1769 (Dublin, Amsterdam), 1x 1868 (Cincinnati, OH)","Four editions, plus a translation and a reprint: two editions in 1765 (Philadelphia), one in 1766 (London), and one in 1769 (Dublin). A French translation entitled, <em>Relation historique de l’expédition contre les Indiens de l’Ohio en MDCCLXIV</em>..., appeared in Amsterdam in 1769, and the English text was reprinted in Cincinatti, OH, in 1868 as <em>Historical account of Bouquet's expedition against the Ohio Indians</em>, in 1764. As ESTC notes, this is ""attributed to William Smith in the Dictionary of Amer. biography. Sometimes attributed to Thomas Hutchins.""",APS has one copy of a 1765 edition.,Sabin 84616|Sabin 84617|Sabin 84618|Sabin 84619|Sabin 84647|Evans 10167|Howes S 693|Streeter II: 972,https://datb.cerl.org/estc/W4651,http://estc.bl.uk/W4651,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=10757,28550,JA,"Merged with duplicate record 6830, bib number 65.024. Do we need to assign an additional bib number? This has two possible authors, both of whom are APS members. One of them was listed in each duplicate record initially",Y
5001,328.004,"An historical narrative and topographical description of Louisiana, and West-Florida, comprehending the river Mississippi with its principal branches and settlements, and the rivers Pearl, Pascagoula, Mobille, Perdido, Escambia, Chacta-Hatcha, &c. The climate, soil, and produce whether animal, vegetable, or mineral; with directions for sailing into all the bays, lakes, harbours and rivers on the north side of the Gulf of Mexico, and for navigating between the islands situated along that coast, and ascending the Mississippi River. By Thomas Hutchins, geographer to the United States.",[1784],"Philadelphia: Printed for the author, and sold by Robert Aitken, near the Coffee-House, in Market-Street",4410,"Hutchins, Thomas, 1730-1789",n50030339,Author,Author,,,,,1077|3035|1831|1830|1638|1393|1428|2593|2007|1637,1428|3035|1638|2593|1637|1831|1393|1830|2007|1077,33,33,ESTC,1x 1784 (Philadelphia),One edition.,"APS holds three copies: <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=156950"">1</a>, as well as one <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=160759"">presented by the author,</a> and another <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=142586"">presented by Jn. Vaughan.</a>",Sabin 34056|Evans 18532,https://datb.cerl.org/estc/W20445,http://estc.bl.uk/W20445,,28551,JA,,
5002,328.005,"A topographical description of Virginia, Pennsylvania, Maryland, and North Carolina, comprehending the rivers Ohio, Kenhawa, Sioto, Cherokee, Wabash, Illinois, Missisippi, &c. The climate, soil and produce, whether animal, vegetable, or mineral; the mountains, creeks, roads, distances, latitudes, &c. and of every part, laid down in the annexed map. Published by Thomas Hutchins, captain in the 60th Regiment of Foot. With a plan of the rapids of the Ohio, a plan of the several villages in the Illinois country, a table of the distances between Fort Pitt and the mouth of the Ohio, all engraved upon copper. And an appendix, containing Mr. Patrick Kennedy's journal up the Illinois river, and a correct list of the different nations and tribes of Indians, with the number of fighting men, &c.",[1778],"London: Printed for the author, and sold by J. Almon, opposite Burlington House, in Piccadilly",4410,"Hutchins, Thomas, 1730-1789",n50030339,Author,Author,,,,,2007|1429|1830|1394,1429|1830|2007|1394,33,33,ESTC,"2x 1778 (London), 1x 1787 (Boston), 1x 1781 (Paris), 1x 1797 (London)","Five editions: two in 1778 in London, one in 1787 in Boston, one in 1781 in Paris, and one in 1797 in London.","APS has two copies of the 1778 edition: one is the <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=183374"">first impression with errata noted</a>, while the <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=52510"">second corrects the error.</a> APS also holds a larger 1797 compilation <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=203501"">which includes this work among others</a>.",Sabin 34054|Evans 20424,https://datb.cerl.org/estc/T67632,http://estc.bl.uk/T67632,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=183374|https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=52510|https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=203501,28552,JA,,
6370,106.001,"The case of the provinces of Massachusetts-Bay and New-York, respecting the boundary line between the two provinces.",1764,"Boston: New-England: Printed by Green and Russell, by order of His Excellency the governor, the Honorable His Majesty's Council, and the Honorable House of Representatives",4617,"Hutchinson, Thomas, 1711-1780",n79054623,Author,Author,,,,,699|1953|1696,699|1953|1696,36,36,ESTC,1x 1764,One edition.,,Sabin 34068|Evans 9731,https://datb.cerl.org/estc/W3638,http://estc.bl.uk/W3638,,22630,JF,,
4784,317.024,"Six discourses : delivered ... when president of the Royal society : on occasion of six annual assignments of Sir Godfrey Copley's medal [to the following recipients : J. Priestley, 1773 : J. Walsh, 1774 : N. Maskelyne, 1775 : J. Cook, 1776 : J. Mudge, 1777 : C. Hutton, 1778], to which is prefixed the life of the author.",1783.,London: W. Strahan,4370,"Hutton, Charles, 1737-1823",n84160398,Contributor,Contributor,,,,,2367,2367,,,WC,1x 1783 (London),One edition.,,,http://www.worldcat.org/oclc/1066775214,http://www.worldcat.org/oclc/1066775214,,29188,JA,,
6767,171.003,Cyperus papyrus.,1796.,Parmae: In aedibus platinis,4509,"Iezzi, Benito",n82256442,Author,Author,,,,,,,9|10|63|50,9|10|50|63,WC,1x 1796,One edition.,,,http://www.worldcat.org/oclc/43922696,http://www.worldcat.org/oclc/43922696,,21503,AM,,
6342,399.001,Mr. Ingersoll’s letters relating to the Stamp-Act.,[1766],"New Haven: Printed and sold by Samuel Green, in the old State-House",4330,"Ingersoll, Jared, 1722-1781",n85028412,Author,Author,,,,,1302,1302,60|3,3|60,ESTC,1x 1766,One edition.,,Sabin 34744|Evans 10342|Howes I 40,https://datb.cerl.org/estc/W26297,http://estc.bl.uk/W26297,,23460,JF,,
6699,183.001,"An account of a journey to Niagara, Montreal and Quebec, in 1765 : or, Tis eighty years since.""""",1846.,New York: Printed by William W. Osborn,4545,"Izard, Ralph, 1742-1804",n87947377,Author,Author,,,,,1965|1977|2322|2018|1975,1965|2018|1975|1977|2322,70,70,AAS,1x 1846,One edition.,,Sabin 35322|Sabin 55111|Howes I 96,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=585849,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=585849,,21686,JA,,
