nid,error,error_num
6813,"Member Barton, Thomas (4570) appears in members but is not accounted for in bib_number 65",2
6813,"Member Duché, Jacob Jr. (4578) appears in members but is not accounted for in bib_number 65",2
6813,"Member Hopkinson, Francis (4580) appears in members but is not accounted for in bib_number 65",2
6813,"Member Jackson, Paul (4694) appears in members but is not accounted for in bib_number 65",2
6813,"Member Magaw, Samuel (4320) appears in members but is not accounted for in bib_number 65",2
6813,"Member Smith, William (1727-1803), Provost (4609) is indicated by bib number but does not appear in creators",5
6813,"Member Barton, Thomas (4570) appears in members but not creators",4
6813,"Member Duché, Jacob Jr. (4578) appears in members but not creators",4
6813,"Member Hopkinson, Francis (4580) appears in members but not creators",4
6813,"Member Magaw, Samuel (4320) appears in members but not creators",4
6813,"Member Smith, William (1727-1803), Provost (4609) appears in members but not creators",4
4887,"Member Edwards, Bryan (4400) is indicated by bib number but does not appear in creators",5
4887,"Member Edwards, Bryan (4400) appears in members but not creators",4
6816,"Member Smith, William (1727-1803), Provost (4609) is indicated by bib number but does not appear in creators",5
6816,"Member Smith, William (1727-1803), Provost (4609) appears in members but not creators",4
5601,"Member Jay, John (4310) appears in members but is not accounted for in bib_number 457",2
5601,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5601,"Member Madison, James (4276) appears in members but not creators",4
5822,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 380",2
5822,"Member Madison, James (4276) appears in members but not creators",4
5615,"Member Jefferson, Thomas (4311) appears in members but is not accounted for in bib_number 457",2
5615,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5615,"Member Madison, James (4276) appears in members but not creators",4
5837,Member matching this bib number does not exist: 574,1
5371,"Member Muhlenberg, Henry E. (4272) is indicated by bib number but does not appear in creators",5
5371,"Member Muhlenberg, Henry E. (4272) appears in members but not creators",4
6490,"Member White, William (4522) is indicated by bib number but does not appear in creators",5
6490,"Member White, William (4522) appears in members but not creators",4
5590,"Member Jay, John (4310) is indicated by bib number but does not appear in creators",5
5590,"Member Jay, John (4310) appears in members but not creators",4
6575,"Member Livingston, William (4535) is indicated by bib number but does not appear in creators",5
6575,"Member Livingston, William (4535) appears in members but not creators",4
6984,"Member Kinnersley, Ebenezer (4648) appears in members but is not accounted for in bib_number 58",2
6984,"Member Johnson, William (4665) is indicated by bib number but does not appear in creators",5
6984,"Member Johnson, William (4665) appears in members but not creators",4
6784,"Member Hall, David (4569) is indicated by bib number but does not appear in creators",5
6784,"Member Hall, David (4569) appears in members but not creators",4
5558,"Member Ferguson, James (4377) appears in members but is not accounted for in bib_number 442",2
5558,"Member Herschel, William (4281) is indicated by bib number but does not appear in creators",5
5558,"Member Ferguson, James (4377) appears in members but not creators",4
5558,"Member Herschel, William (4281) appears in members but not creators",4
6315,"Member Hermelin, Samuel G. (4271) is indicated by bib number but does not appear in creators",5
6315,"Member Hermelin, Samuel G. (4271) appears in members but not creators",4
5270,"Member Lavoisier, Antoine L. (4360) appears in members but is not accounted for in bib_number 358",2
5270,"Member Daubenton, Louis J.M. (4343) is indicated by bib number but does not appear in creators",5
5270,"Member Daubenton, Louis J.M. (4343) appears in members but not creators",4
5270,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
5264,"Member Lavoisier, Antoine L. (4360) appears in members but is not accounted for in bib_number 358",2
5264,"Member Daubenton, Louis J.M. (4343) is indicated by bib number but does not appear in creators",5
5264,"Member Daubenton, Louis J.M. (4343) appears in members but not creators",4
5264,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
5266,"Member Lavoisier, Antoine L. (4360) appears in members but is not accounted for in bib_number 358",2
5266,"Member Daubenton, Louis J.M. (4343) is indicated by bib number but does not appear in creators",5
5266,"Member Daubenton, Louis J.M. (4343) appears in members but not creators",4
5266,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
5180,"Member Macquer, Pierre J. (4352) is indicated by bib number but does not appear in creators",5
5180,"Member Macquer, Pierre J. (4352) appears in members but not creators",4
5476,"Member Le Roy, Jean B. (4391) appears in members but is not accounted for in bib_number 362",2
5476,"Member Le Roy, Jean B. (4391) appears in members but not creators",4
5457,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5457,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
8017,"Member Franklin, Benjamin (4249) appears in members but is not accounted for in bib_number 465",2
8017,"Member Franklin, Benjamin (4249) appears in members but not creators",4
8028,"Member Franklin, Benjamin (4249) appears in members but is not accounted for in bib_number 465",2
8028,"Member Franklin, Benjamin (4249) appears in members but not creators",4
6868,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6868,"Member Rittenhouse, David (4606) appears in members but not creators",4
4879,"Member Edwards, Bryan (4400) is indicated by bib number but does not appear in creators",5
4879,"Member Edwards, Bryan (4400) appears in members but not creators",4
4909,"Member Duncan, Andrew (4347) is indicated by bib number but does not appear in creators",5
4909,"Member Duncan, Andrew (4347) appears in members but not creators",4
5540,"Member Herschel, William (4281) is indicated by bib number but does not appear in creators",5
5540,"Member Herschel, William (4281) appears in members but not creators",4
6768,"Member Linnaeus, Carolus (4438) appears in members but is not accounted for in bib_number 171",2
6768,"Member Cirillo, Domenico Maria Leone (4509) is indicated by bib number but does not appear in creators",5
6768,"Member Cirillo, Domenico Maria Leone (4509) appears in members but not creators",4
5859,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5859,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6773,"Member Kearsley, John Sr. (4588) is indicated by bib number but does not appear in creators",5
6773,"Member Kearsley, John Sr. (4588) appears in members but not creators",4
5029,"Member Fothergill, John (4445) is indicated by bib number but does not appear in creators",5
5029,"Member Fothergill, John (4445) appears in members but not creators",4
5030,"Member Fothergill, John (4445) is indicated by bib number but does not appear in creators",5
5030,"Member Fothergill, John (4445) appears in members but not creators",4
5095,"Member Raynall, Guillaume T. F. (4351) is indicated by bib number but does not appear in creators",5
5095,"Member Raynall, Guillaume T. F. (4351) appears in members but not creators",4
6267,"Member Angivillier, Charles C. Labillarderie (4264) is indicated by bib number but does not appear in creators",5
6267,"Member Angivillier, Charles C. Labillarderie (4264) appears in members but not creators",4
5865,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5865,"Member Jefferson, Thomas (4311) appears in members but not creators",4
4990,"Member Ludlam, William (4414) is indicated by bib number but does not appear in creators",5
4990,"Member Ludlam, William (4414) appears in members but not creators",4
6080,"Member Kunze, J.C. (4295) is indicated by bib number but does not appear in creators",5
6080,"Member Kunze, J.C. (4295) appears in members but not creators",4
5176,"Member Lavoisier, Antoine L. (4360) appears in members but is not accounted for in bib_number 370",2
5176,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
5644,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5644,"Member Madison, Bishop James (4297) appears in members but not creators",4
5645,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5645,"Member Madison, Bishop James (4297) appears in members but not creators",4
5646,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5646,"Member Madison, Bishop James (4297) appears in members but not creators",4
5648,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5648,"Member Madison, Bishop James (4297) appears in members but not creators",4
5649,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5649,"Member Madison, Bishop James (4297) appears in members but not creators",4
5650,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5650,"Member Madison, Bishop James (4297) appears in members but not creators",4
5651,"Member Madison, Bishop James (4297) is indicated by bib number but does not appear in creators",5
5651,"Member Madison, Bishop James (4297) appears in members but not creators",4
5604,"Member Jefferson, Thomas (4311) appears in members but is not accounted for in bib_number 457",2
5604,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5459,"Member de Magellan, John H. (4322) appears in members but is not accounted for in bib_number 362",2
5459,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5459,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
6392,"Member Magaw, Samuel (4320) appears in members but is not accounted for in bib_number 114",2
6392,"Member Rush, Benjamin (4614) is indicated by bib number but does not appear in creators",5
6392,"Member Rush, Benjamin (4614) appears in members but not creators",4
5807,"Member Campomanes, Pedro Rodriguez (4265) is indicated by bib number but does not appear in creators",5
5807,"Member Campomanes, Pedro Rodriguez (4265) appears in members but not creators",4
6365,"Member Johnson, Sir William (4417) is indicated by bib number but does not appear in creators",5
6365,"Member Johnson, Sir William (4417) appears in members but not creators",4
6387,"Member Stiles, Ezra (4616) is indicated by bib number but does not appear in creators",5
6387,"Member Stiles, Ezra (4616) appears in members but not creators",4
6016,"Member Belknap, Jeremy (4318) is indicated by bib number but does not appear in creators",5
6016,"Member Belknap, Jeremy (4318) appears in members but not creators",4
5310,"Member Vergennes, Charles G. (4258) is indicated by bib number but does not appear in creators",5
5310,"Member Vergennes, Charles G. (4258) appears in members but not creators",4
5803,"Member Campomanes, Pedro Rodriguez (4265) is indicated by bib number but does not appear in creators",5
5803,"Member Campomanes, Pedro Rodriguez (4265) appears in members but not creators",4
6679,"Member Bacon, Thomas (4541) is indicated by bib number but does not appear in creators",5
6679,"Member Bacon, Thomas (4541) appears in members but not creators",4
6933,"Member Maskelyne, Nevil (4370) appears in members but is not accounted for in bib_number 151",2
6933,"Member Mason, Charles (4642) appears in members but is not accounted for in bib_number 151",2
6933,"Member Dixon, Jeremiah (4645) is indicated by bib number but does not appear in creators",5
6933,"Member Dixon, Jeremiah (4645) appears in members but not creators",4
6731,"Member Oliver, Andrew (4575) is indicated by bib number but does not appear in creators",5
6731,"Member Oliver, Andrew (4575) appears in members but not creators",4
6730,"Member Oliver, Andrew (4575) is indicated by bib number but does not appear in creators",5
6730,"Member Oliver, Andrew (4575) appears in members but not creators",4
6166,"Member Gage, Thomas (4416) is indicated by bib number but does not appear in creators",5
6166,"Member Gage, Thomas (4416) appears in members but not creators",4
6985,"Member Mason, Charles (4642) is indicated by bib number but does not appear in creators",5
6985,"Member Mason, Charles (4642) appears in members but not creators",4
4830,"Member Condorcet, M.J.A.N. Caritat (4355) is indicated by bib number but does not appear in creators",5
4830,"Member Condorcet, M.J.A.N. Caritat (4355) appears in members but not creators",4
7022,"Member McKean, Thomas (4646) appears in members but is not accounted for in bib_number 34",2
5915,"Member Coste, Jean F. (4327) is indicated by bib number but does not appear in creators",5
5915,"Member Coste, Jean F. (4327) appears in members but not creators",4
6539,"Member Mayer, Christian (4495) is indicated by bib number but does not appear in creators",5
6539,"Member Mayer, Christian (4495) appears in members but not creators",4
6423,"Member Michailis, Christian F. (4274) appears in members but is not accounted for in bib_number 114",2
6423,"Member Rush, Benjamin (4614) is indicated by bib number but does not appear in creators",5
6423,"Member Rush, Benjamin (4614) appears in members but not creators",4
6395,"Member Rush, Benjamin (4614) is indicated by bib number but does not appear in creators",5
6395,"Member Rush, Benjamin (4614) appears in members but not creators",4
6395,"Creator Michaelis, Christian Friedrich, 1754-1814 (member 4274) appears in creators but not members",6
6717,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6717,"Member Miller, Peter (4524) appears in members but not creators",4
6711,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6711,"Member Miller, Peter (4524) appears in members but not creators",4
6712,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6712,"Member Miller, Peter (4524) appears in members but not creators",4
6714,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6714,"Member Miller, Peter (4524) appears in members but not creators",4
6715,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6715,"Member Miller, Peter (4524) appears in members but not creators",4
6716,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6716,"Member Miller, Peter (4524) appears in members but not creators",4
6713,"Member Miller, Peter (4524) is indicated by bib number but does not appear in creators",5
6713,"Member Miller, Peter (4524) appears in members but not creators",4
5969,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5969,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5940,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5940,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5968,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5968,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
6050,"Member Sue, Jean-Joseph (4302) is indicated by bib number but does not appear in creators",5
6050,"Member Sue, Jean-Joseph (4302) appears in members but not creators",4
5507,"Member Macquer, Pierre J. (4352) appears in members but is not accounted for in bib_number 362",2
5507,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5507,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
5507,"Member Macquer, Pierre J. (4352) appears in members but not creators",4
5494,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5494,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
5849,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5849,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6173,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6173,"Member Drinker, John (4449) appears in members but not creators",4
6918,"Member Pemberton, James (4604) is indicated by bib number but does not appear in creators",5
6918,"Member Pemberton, James (4604) appears in members but not creators",4
6496,"Member White, William (4522) is indicated by bib number but does not appear in creators",5
6496,"Member White, William (4522) appears in members but not creators",4
5811,"Member Campomanes, Pedro Rodriguez (4265) is indicated by bib number but does not appear in creators",5
5811,"Member Campomanes, Pedro Rodriguez (4265) appears in members but not creators",4
6589,"Member Scull, William (4482) is indicated by bib number but does not appear in creators",5
6589,"Member Scull, William (4482) appears in members but not creators",4
5164,"Member Court de Gebilin, Antoine (4328) is indicated by bib number but does not appear in creators",5
5164,"Member Court de Gebilin, Antoine (4328) appears in members but not creators",4
5403,"Member Nairne, Edward (4379) is indicated by bib number but does not appear in creators",5
5403,"Member Nairne, Edward (4379) appears in members but not creators",4
7026,"Member Franklin, William (4691) is indicated by bib number but does not appear in creators",5
7026,"Member Franklin, William (4691) appears in members but not creators",4
6633,"Member Stockton, Richard (4537) is indicated by bib number but does not appear in creators",5
6633,"Member Stockton, Richard (4537) appears in members but not creators",4
6632,"Member Galloway, Joseph (4612) appears in members but is not accounted for in bib_number 198",2
6632,"Member Galloway, Joseph (4612) appears in members but not creators",4
7023,"Member Franklin, William (4691) is indicated by bib number but does not appear in creators",5
7023,"Member Franklin, William (4691) appears in members but not creators",4
7048,"Member Colden, Cadwallader (4672) is indicated by bib number but does not appear in creators",5
7048,"Member Colden, Cadwallader (4672) appears in members but not creators",4
7052,"Member Colden, Cadwallader (4672) is indicated by bib number but does not appear in creators",5
7052,"Member Colden, Cadwallader (4672) appears in members but not creators",4
7053,"Member Colden, Cadwallader (4672) is indicated by bib number but does not appear in creators",5
7053,"Member Colden, Cadwallader (4672) appears in members but not creators",4
5603,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5603,"Member Madison, James (4276) appears in members but not creators",4
6749,"Member Cirillo, Domenico Maria Leone (4509) is indicated by bib number but does not appear in creators",5
6749,"Member Cirillo, Domenico Maria Leone (4509) appears in members but not creators",4
5353,"Member de Magellan, John H. (4322) is indicated by bib number but does not appear in creators",5
5353,"Member de Magellan, John H. (4322) appears in members but not creators",4
5380,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5380,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
6728,"Member Belcher, Jonathan (4576) is indicated by bib number but does not appear in creators",5
6728,"Member Belcher, Jonathan (4576) appears in members but not creators",4
5373,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5373,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
4977,"Member Oliver, Andrew (4402) is indicated by bib number but does not appear in creators",5
4977,"Member Oliver, Andrew (4402) appears in members but not creators",4
4978,"Member Oliver, Andrew (4402) is indicated by bib number but does not appear in creators",5
4978,"Member Oliver, Andrew (4402) appears in members but not creators",4
6533,"Member Mayer, Christian (4495) is indicated by bib number but does not appear in creators",5
6533,"Member Mayer, Christian (4495) appears in members but not creators",4
5959,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5959,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5961,"Member Ferguson, James (4377) appears in members but is not accounted for in bib_number 406",2
5961,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5961,"Member Ferguson, James (4377) appears in members but not creators",4
5961,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5962,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5962,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5963,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5963,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5964,"Member Ferguson, James (4377) appears in members but is not accounted for in bib_number 406",2
5964,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5964,"Member Ferguson, James (4377) appears in members but not creators",4
5964,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5965,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5965,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5966,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5966,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5970,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5970,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5971,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5971,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5972,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5972,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5973,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5973,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5941,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5941,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5942,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5942,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5943,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5943,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5931,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5931,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5932,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5932,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5933,"Member Ferguson, James (4377) appears in members but is not accounted for in bib_number 406",2
5933,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5933,"Member Ferguson, James (4377) appears in members but not creators",4
5933,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5934,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5934,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5935,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5935,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5936,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5936,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5938,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5938,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5939,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5939,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
6935,"Member Patterson, Robert Sr. (4337) appears in members but is not accounted for in bib_number 66",2
6935,"Member Ewing, John (4639) is indicated by bib number but does not appear in creators",5
6935,"Member Ewing, John (4639) appears in members but not creators",4
6935,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5501,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5501,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
6917,"Member Pemberton, James (4604) is indicated by bib number but does not appear in creators",5
6917,"Member Pemberton, James (4604) appears in members but not creators",4
6491,"Member White, William (4522) is indicated by bib number but does not appear in creators",5
6491,"Member White, William (4522) appears in members but not creators",4
6923,"Member McKean, Thomas (4646) is indicated by bib number but does not appear in creators",5
6923,"Member McKean, Thomas (4646) appears in members but not creators",4
6924,"Member McKean, Thomas (4646) is indicated by bib number but does not appear in creators",5
6924,"Member McKean, Thomas (4646) appears in members but not creators",4
6912,"Member Galloway, Joseph (4612) is indicated by bib number but does not appear in creators",5
6912,"Member Galloway, Joseph (4612) appears in members but not creators",4
6797,"Member Mifflin, Thomas (4599) is indicated by bib number but does not appear in creators",5
6797,"Member Mifflin, Thomas (4599) appears in members but not creators",4
6794,"Member Smith, Jonathan Bayard (4632) is indicated by bib number but does not appear in creators",5
6794,"Member Smith, Jonathan Bayard (4632) appears in members but not creators",4
6940,"Member Shippen, Edward IV (4638) is indicated by bib number but does not appear in creators",5
6940,"Member Shippen, Edward IV (4638) appears in members but not creators",4
6586,"Member Reed, Joseph (1741-1785) (4531) is indicated by bib number but does not appear in creators",5
6586,"Member Reed, Joseph (1741-1785) (4531) appears in members but not creators",4
6875,"Member Hillegas, Michael (4581) appears in members but is not accounted for in bib_number 61",2
6875,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6875,"Member Hillegas, Michael (4581) appears in members but not creators",4
6875,"Member Rittenhouse, David (4606) appears in members but not creators",4
6873,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6873,"Member Rittenhouse, David (4606) appears in members but not creators",4
6872,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6872,"Member Rittenhouse, David (4606) appears in members but not creators",4
6853,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6853,"Member Rittenhouse, David (4606) appears in members but not creators",4
6851,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6851,"Member Rittenhouse, David (4606) appears in members but not creators",4
6850,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6850,"Member Rittenhouse, David (4606) appears in members but not creators",4
6848,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6848,"Member Rittenhouse, David (4606) appears in members but not creators",4
6847,"Member Rittenhouse, David (4606) is indicated by bib number but does not appear in creators",5
6847,"Member Rittenhouse, David (4606) appears in members but not creators",4
7981,Member matching this bib number does not exist: Publication,1
8009,Member matching this bib number does not exist: Publication,1
8011,Member matching this bib number does not exist: Publication,1
8012,Member matching this bib number does not exist: Publication,1
7974,Member matching this bib number does not exist: Publication,1
7975,Member matching this bib number does not exist: Publication,1
7979,Member matching this bib number does not exist: Publication,1
7985,Member matching this bib number does not exist: Publication,1
7986,Member matching this bib number does not exist: Publication,1
7988,Member matching this bib number does not exist: Publication,1
7989,Member matching this bib number does not exist: Publication,1
7991,Member matching this bib number does not exist: Publication,1
7993,Member matching this bib number does not exist: Publication,1
7995,Member matching this bib number does not exist: Publication,1
7996,Member matching this bib number does not exist: Publication,1
7997,Member matching this bib number does not exist: Publication,1
7999,Member matching this bib number does not exist: Publication,1
8001,Member matching this bib number does not exist: Publication,1
8001,"Member Franklin, Benjamin (4249) appears in members but not creators",4
8003,Member matching this bib number does not exist: Publication,1
8006,Member matching this bib number does not exist: Publication,1
8007,Member matching this bib number does not exist: Publication,1
7980,Member matching this bib number does not exist: Publication,1
5928,"Member Coste, Jean F. (4327) is indicated by bib number but does not appear in creators",5
5928,"Member Coste, Jean F. (4327) appears in members but not creators",4
5498,"Member Condorcet, M.J.A.N. Caritat (4355) appears in members but is not accounted for in bib_number 362",2
5498,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5498,"Member Condorcet, M.J.A.N. Caritat (4355) appears in members but not creators",4
5498,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
6171,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6171,"Member Drinker, John (4449) appears in members but not creators",4
6175,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6175,"Member Drinker, John (4449) appears in members but not creators",4
6170,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6170,"Member Drinker, John (4449) appears in members but not creators",4
6172,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6172,"Member Drinker, John (4449) appears in members but not creators",4
6098,"Member Stiles, Ezra (4616) is indicated by bib number but does not appear in creators",5
6098,"Member Stiles, Ezra (4616) appears in members but not creators",4
6543,"Member Mayer, Christian (4495) is indicated by bib number but does not appear in creators",5
6543,"Member Mayer, Christian (4495) appears in members but not creators",4
6176,"Member Rozier, Jean F. (4357) is indicated by bib number but does not appear in creators",5
6176,"Member Rozier, Jean F. (4357) appears in members but not creators",4
6179,"Member Rozier, Jean F. (4357) is indicated by bib number but does not appear in creators",5
6179,"Member Rozier, Jean F. (4357) appears in members but not creators",4
6180,"Member Rozier, Jean F. (4357) is indicated by bib number but does not appear in creators",5
6180,"Member Rozier, Jean F. (4357) appears in members but not creators",4
5602,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5602,"Member Madison, James (4276) appears in members but not creators",4
5808,"Member Campomanes, Pedro Rodriguez (4265) is indicated by bib number but does not appear in creators",5
5808,"Member Campomanes, Pedro Rodriguez (4265) appears in members but not creators",4
7017,"Member Post, Christian Frederick (4528) appears in members but is not accounted for in bib_number 26",2
5769,"Member Fontana, Felice (4336) is indicated by bib number but does not appear in creators",5
5769,"Member Fontana, Felice (4336) appears in members but not creators",4
6008,"Member Priestley, Joseph (4278) appears in members but is not accounted for in bib_number 449",2
6008,"Member Price, Richard (4288) is indicated by bib number but does not appear in creators",5
6008,"Member Price, Richard (4288) appears in members but not creators",4
5867,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5867,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6640,"Member Duché, Jacob Jr. (4578) is indicated by bib number but does not appear in creators",5
6640,"Member Duché, Jacob Jr. (4578) appears in members but not creators",4
6246,"Member Raynall, Guillaume T. F. (4351) appears in members but is not accounted for in bib_number 85",2
6246,"Member Dickinson, John (4596) is indicated by bib number but does not appear in creators",5
6246,"Member Dickinson, John (4596) appears in members but not creators",4
6094,"Member Stiles, Ezra (4616) is indicated by bib number but does not appear in creators",5
6094,"Member Stiles, Ezra (4616) appears in members but not creators",4
6585,"Member Reed, Joseph (1741-1785) (4531) is indicated by bib number but does not appear in creators",5
6585,"Member Reed, Joseph (1741-1785) (4531) appears in members but not creators",4
5319,"Member Morton, Charles (4365) is indicated by bib number but does not appear in creators",5
5319,"Member Morton, Charles (4365) appears in members but not creators",4
6385,"Member Stiles, Ezra (4616) is indicated by bib number but does not appear in creators",5
6385,"Member Stiles, Ezra (4616) appears in members but not creators",4
6538,"Member Mayer, Christian (4495) is indicated by bib number but does not appear in creators",5
6538,"Member Mayer, Christian (4495) appears in members but not creators",4
6178,"Member Rozier, Jean F. (4357) is indicated by bib number but does not appear in creators",5
6178,"Member Rozier, Jean F. (4357) appears in members but not creators",4
5455,"Member Condorcet, M.J.A.N. Caritat (4355) appears in members but is not accounted for in bib_number 362",2
5455,"Member Lavoisier, Antoine L. (4360) is indicated by bib number but does not appear in creators",5
5455,"Member Condorcet, M.J.A.N. Caritat (4355) appears in members but not creators",4
5455,"Member Lavoisier, Antoine L. (4360) appears in members but not creators",4
